製品名,プラットフォーム,更新日,ダウンロード
Elasticsearch (Elastic Cloud),Azure,2025/08/08,"https://vpatj.azurewebsites.net/file/Elasticsearch_Elastic_Cloud_Azure_VPATJ05900.xlsx"
Embark,Web,2025/12/02,"https://vpatj.azurewebsites.net/file/Embark_Web_VPATJ05901.xlsx"
Eligibility Dashboard,Web,2026/04/21,"https://vpatj.azurewebsites.net/file/Eligibility_Dashboard_Web_VPATJ05902.xlsx"
EMEA Modern Workplace Case Backlog Solution,Web,2024/05/22,"https://vpatj.azurewebsites.net/file/EMEA_Modern_Workplace_Case_Backlog_Solution_Web_VPATJ05910.xlsx"
Emergency Broadcast System,Web,2025/10/10,"https://vpatj.azurewebsites.net/file/Emergency_Broadcast_System_Web_VPATJ05920.xlsx"
Emissions Impact Dashboard for M365,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Emissions_Impact_Dashboard_for_M365_Web_VPATJ05930.xlsx"
Enhanced Edge Installer,Universal,2025/12/16,"https://vpatj.azurewebsites.net/file/Enhanced_Edge_Installer_Universal_VPATJ05931.xlsx"
Endpoint Data Loss Prevention,Win32,2026/03/28,"https://vpatj.azurewebsites.net/file/Endpoint_Data_Loss_Prevention_Win32_VPATJ05932.xlsx"
Enhanced Phishing Protection,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Enhanced_Phishing_Protection_Win32_VPATJ05940.xlsx"
Enhanced Reduced Functionality Mode Ads,Win32,2024/10/25,"https://vpatj.azurewebsites.net/file/Enhanced_Reduced_Functionality_Mode_Ads_Win32_VPATJ05950.xlsx"
Enhanced Windows 365 App Experience (EW3),Android,2024/08/20,"https://vpatj.azurewebsites.net/file/Enhanced_Windows_365_App_Experience_EW3_Android_VPATJ05960.xlsx"
Enterprise App Management,Web,2026/05/13,"https://vpatj.azurewebsites.net/file/Enterprise_App_Management_Web_VPATJ05961.xlsx"
Enterprise Information Management Services,PCWindows,2024/06/27,"https://vpatj.azurewebsites.net/file/Enterprise_Information_Management_Services_PCWindows_VPATJ05970.xlsx"
Enterprise Skills Initiative (ESI LxP),Web,2026/01/23,"https://vpatj.azurewebsites.net/file/Enterprise_Skills_Initiative_ESI_LxP_Web_VPATJ05971.xlsx"
Enterprise Skills Initiative Support Portal,Web,2025/06/24,"https://vpatj.azurewebsites.net/file/Enterprise_Skills_Initiative_Support_Portal_Web_VPATJ05972.xlsx"
Entra Backup and Recovery,Web,2026/03/17,"https://vpatj.azurewebsites.net/file/Entra_Backup_and_Recovery_Web_VPATJ05973.xlsx"
Enterprise Portal,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Enterprise_Portal_Web_VPATJ05980.xlsx"
Entra ID Connect,Win32,2024/10/29,"https://vpatj.azurewebsites.net/file/Entra_ID_Connect_Win32_VPATJ05981.xlsx"
Entra ID Protection,Azure,2024/10/18,"https://vpatj.azurewebsites.net/file/Entra_ID_Protection_Azure_VPATJ05990.xlsx"
EPSO AI Assistant,Web,2025/10/27,"https://vpatj.azurewebsites.net/file/EPSO_AI_Assistant_Web_VPATJ05992.xlsx"
ES365 ADO Support Agent,Win32,2026/02/25,"https://vpatj.azurewebsites.net/file/ES365_ADO_Support_Agent_Win32_VPATJ05993.xlsx"
ESI Customer Support-D365 Self-Help Portal,Web,2024/07/25,"https://vpatj.azurewebsites.net/file/ESI_Customer_Support-D365_Self-Help_Portal_Web_VPATJ06000.xlsx"
ESI CXP Portal - Customer Experience Portal (new features)_Primary,Web,2024/07/25,"https://vpatj.azurewebsites.net/file/ESI_CXP_Portal_-_Customer_Experience_Portal_new_features_Primary_Web_VPATJ06010.xlsx"
ESI LXP Portal (V2 new features) Learner Experience Portal_Primary,Web,2024/07/29,"https://vpatj.azurewebsites.net/file/ESI_LXP_Portal_V2_new_features_Learner_Experience_Portal_Primary_Web_VPATJ06020.xlsx"
ESTS,Web,2025/08/18,"https://vpatj.azurewebsites.net/file/ESTS_Web_VPATJ06030.xlsx"
ESTS,Azure,2024/11/20,"https://vpatj.azurewebsites.net/file/ESTS_Azure_VPATJ06031.xlsx"
ESTS,Ibiza,2025/11/18,"https://vpatj.azurewebsites.net/file/ESTS_Ibiza_VPATJ06032.xlsx"
EU Declaration of Conformity,Web,2025/10/09,"https://vpatj.azurewebsites.net/file/EU_Declaration_of_Conformity_Web_VPATJ06040.xlsx"
Events - Event Websites,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Events_-_Event_Websites_VPATJ06050.xlsx"
Excel - Android,Android,2024/05/14,"https://vpatj.azurewebsites.net/file/Excel_-_Android_VPATJ06060.xlsx"
Excel - iOS,iOS,2024/05/14,"https://vpatj.azurewebsites.net/file/Excel_-_iOS_VPATJ06070.xlsx"
Excel for Android,Android,2025/09/29,"https://vpatj.azurewebsites.net/file/Excel_for_Android_VPATJ06071.xlsx"
Excel iOS,iOS,2025/09/29,"https://vpatj.azurewebsites.net/file/Excel_iOS_VPATJ06074.xlsx"
Excel for Mac,Mac,2025/09/23,"https://vpatj.azurewebsites.net/file/Excel_for_Mac_VPATJ06080.xlsx"
Excel for the web,Web,2025/09/26,"https://vpatj.azurewebsites.net/file/Excel_for_the_web_VPATJ06090.xlsx"
Excel Mobile for Windows 10,Universal,2024/05/14,"https://vpatj.azurewebsites.net/file/Excel_Mobile_for_Windows_10_Universal_VPATJ06100.xlsx"
Exchange Admin Center,Web,2026/06/11,"https://vpatj.azurewebsites.net/file/Exchange_Admin_Center_Web_VPATJ06110.xlsx"
Exchange Server 2019,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Exchange_Server_2019_Win32_VPATJ06120.xlsx"
Expense Management,"Android, iOS",2026/04/29,"https://vpatj.azurewebsites.net/file/Expense_Management_Android_iOS_VPATJ06130.xlsx"
F&O API _ 10.0.42,Web,2024/12/19,"https://vpatj.azurewebsites.net/file/F&O_API_10.0.42_Web_VPATJ06131.xlsx"
External Monitoring,Azure,2025/06/18,"https://vpatj.azurewebsites.net/file/External_Monitoring_Azure_VPATJ06132.xlsx"
ExpressRoute,Azure,2026/01/15,"https://vpatj.azurewebsites.net/file/ExpressRoute_Azure_VPATJ06133.xlsx"
ExpertZone,Azure,2026/01/21,"https://vpatj.azurewebsites.net/file/ExpertZone_Azure_VPATJ06134.xlsx"
Fabric Event Streams,Web,2025/06/18,"https://vpatj.azurewebsites.net/file/Fabric_Event_Streams_Web_VPATJ06140.xlsx"
Fabric Graph,Web,2026/04/21,"https://vpatj.azurewebsites.net/file/Fabric_Graph_Web_VPATJ06141.xlsx"
Fabric Notes,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Fabric_Notes_Web_VPATJ06150.xlsx"
Fabric Platform MWC,Web,2025/10/10,"https://vpatj.azurewebsites.net/file/Fabric_Platform_MWC_Web_VPATJ06151.xlsx"
Fabric Platform Shared UX,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Fabric_Platform_Shared_UX_Web_VPATJ06160.xlsx"
Fabric Platform Shell,Web,2026/03/10,"https://vpatj.azurewebsites.net/file/Fabric_Platform_Shell_Web_VPATJ06161.xlsx"
Fabric Roadmap website,Web,2025/07/10,"https://vpatj.azurewebsites.net/file/Fabric_Roadmap_website_VPATJ06162.xlsx"
Family Safety,Win32,2025/09/23,"https://vpatj.azurewebsites.net/file/Family_Safety_Win32_VPATJ06170.xlsx"
Family Safety,Web,2025/09/23,"https://vpatj.azurewebsites.net/file/Family_Safety_Web_VPATJ06180.xlsx"
Family Settings App - Android,Android,2026/02/25,"https://vpatj.azurewebsites.net/file/Family_Settings_App_-_Android_VPATJ06190.xlsx"
Family Settings App - iOS,iOS,2026/02/26,"https://vpatj.azurewebsites.net/file/Family_Settings_App_-_iOS_VPATJ06200.xlsx"
Faraday,Fire TV,2024/06/07,"https://vpatj.azurewebsites.net/file/Faraday_Fire_TV_VPATJ06210.xlsx"
FastTrack IPE - RFA,Web,2025/06/16,"https://vpatj.azurewebsites.net/file/FastTrack_IPE_-_RFA_Web_VPATJ06211.xlsx"
FastTrack Migrations,Web,2025/09/11,"https://vpatj.azurewebsites.net/file/FastTrack_Migrations_Web_VPATJ06212.xlsx"
FastTrack Partner Experience (FPX),Web,2025/08/07,"https://vpatj.azurewebsites.net/file/FastTrack_Partner_Experience_FPX_Web_VPATJ06220.xlsx"
FastTrack Portal,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/FastTrack_Portal_Web_VPATJ06230.xlsx"
Feedback Hub,Universal,2025/07/28,"https://vpatj.azurewebsites.net/file/Feedback_Hub_Universal_VPATJ06240.xlsx"
Field Service Mobile,Android,2024/08/12,"https://vpatj.azurewebsites.net/file/Field_Service_Mobile_Android_VPATJ06250.xlsx"
Field Service Mobile,iOS,2024/08/12,"https://vpatj.azurewebsites.net/file/Field_Service_Mobile_iOS_VPATJ06260.xlsx"
File Search,Win32,2025/08/30,"https://vpatj.azurewebsites.net/file/File_Search_Win32_VPATJ06261.xlsx"
Financial Meeting Prep,"Web,Win32",2025/01/03,"https://vpatj.azurewebsites.net/file/Financial_Meeting_Prep_Web_Win32_VPATJ06271.xlsx"
FinOps Authorization,Web,2026/02/20,"https://vpatj.azurewebsites.net/file/FinOps_Authorization_Web_VPATJ06272.xlsx"
FinOps Batch,Web,2026/02/20,"https://vpatj.azurewebsites.net/file/FinOps_Batch_Web_VPATJ06290.xlsx"
FlightingServices,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/FlightingServices_Web_VPATJ06300.xlsx"
Flip Android,Android,2024/09/13,"https://vpatj.azurewebsites.net/file/Flip_Android_VPATJ06310.xlsx"
Flip Info,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Flip_Info_Web_VPATJ06320.xlsx"
Flip iOS,iOS,2024/09/13,"https://vpatj.azurewebsites.net/file/Flip_iOS_VPATJ06330.xlsx"
Flip Web,Web,2024/09/13,"https://vpatj.azurewebsites.net/file/Flip_Web_VPATJ06340.xlsx"
Floodgate In Product Surveys,iOS,2024/05/14,"https://vpatj.azurewebsites.net/file/Floodgate_In_Product_Surveys_iOS_VPATJ06350.xlsx"
Fluent 1 Website,WebApp,2025/09/09,"https://vpatj.azurewebsites.net/file/Fluent_1_Website_WebApp_VPATJ06360.xlsx"
Fluent 2 Website,WebApp,2025/09/09,"https://vpatj.azurewebsites.net/file/Fluent_2_Website_WebApp_VPATJ06370.xlsx"
Fluid Framework - Dev Tools,WebApp,2025/09/26,"https://vpatj.azurewebsites.net/file/Fluid_Framework_-_Dev_Tools_WebApp_VPATJ06371.xlsx"
Fluid Framework Open Source Documentation,Web,2025/08/11,"https://vpatj.azurewebsites.net/file/Fluid_Framework_Open_Source_Documentation_Web_VPATJ06380.xlsx"
Fluid Framework-Dev tools,Browser Extension,2024/10/25,"https://vpatj.azurewebsites.net/file/Fluid_Framework-Dev_tools_Browser_Extension_VPATJ06381.xlsx"
Fluid Relay Service,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Fluid_Relay_Service_Web_VPATJ06390.xlsx"
FLW Wizard,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/FLW_Wizard_Web_VPATJ06400.xlsx"
Forms Pro Marketing Site,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Forms_Pro_Marketing_Site_Web_VPATJ06410.xlsx"
Forza Motorsport,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Forza_Motorsport_Web_VPATJ06420.xlsx"
Forza.net Primary Site,Web,2024/11/06,"https://vpatj.azurewebsites.net/file/Forza.net_Primary_Site_Web_VPATJ06430.xlsx"
FPC Portal,Web,2025/09/18,"https://vpatj.azurewebsites.net/file/FPC_Portal_Web_VPATJ06440.xlsx"
France Heracles,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/France_Heracles_Azure_VPATJ06450.xlsx"
FRP Community Portal,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/FRP_Community_Portal_Web_VPATJ06460.xlsx"
FSLogix,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/FSLogix_Win32_VPATJ06470.xlsx"
FTOP V3,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/FTOP_V3_Web_VPATJ06480.xlsx"
FTOP V3 SRT,Web,2025/09/11,"https://vpatj.azurewebsites.net/file/FTOP_V3_SRT_Web_VPATJ06490.xlsx"
Fundamentals and Scale,Azure,2024/10/30,"https://vpatj.azurewebsites.net/file/Fundamentals_and_Scale_Azure_VPATJ06500.xlsx"
Game Bar,Win32,2025/03/28,"https://vpatj.azurewebsites.net/file/Game_Bar_Win32_VPATJ06501.xlsx"
Gallatin CSS Agent,Web,2026/04/17,"https://vpatj.azurewebsites.net/file/Gallatin_CSS_Agent_Web_VPATJ06503.xlsx"
Game Streaming (xCloud),Web,2026/03/09,"https://vpatj.azurewebsites.net/file/Game_Streaming_xCloud_Web_VPATJ06510.xlsx"
Gaming Metadata,Web,2026/03/24,"https://vpatj.azurewebsites.net/file/Gaming_Metadata_Web_VPATJ06511.xlsx"
Gateway Admin Portal,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Gateway_Admin_Portal_Web_VPATJ06520.xlsx"
GDK Visual Studio extensions,PC (Windows),2026/04/23,"https://vpatj.azurewebsites.net/file/GDK_Visual_Studio_extensions_PC_Windows_VPATJ06521.xlsx"
Geospatial Analytics Fabric Product,Web,2026/05/20,"https://vpatj.azurewebsites.net/file/Geospatial_Analytics_Fabric_Product_Web_VPATJ06522.xlsx"
Get Help,Universal,2024/05/14,"https://vpatj.azurewebsites.net/file/Get_Help_Universal_VPATJ06530.xlsx"
Get Help Windows application,Universal,2024/05/14,"https://vpatj.azurewebsites.net/file/Get_Help_Windows_application_Universal_VPATJ06540.xlsx"
GH Copilot UA for .NET,Win32,2025/10/07,"https://vpatj.azurewebsites.net/file/GH_Copilot_UA_for_.NET_Win32_VPATJ06541.xlsx"
Gibraltar Web Portal,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Gibraltar_Web_Portal_VPATJ06550.xlsx"
GitHub Codespaces,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/GitHub_Codespaces_Web_VPATJ06560.xlsx"
GitHub Codespaces - Mac Extension,Mac,2024/05/14,"https://vpatj.azurewebsites.net/file/GitHub_Codespaces_-_Mac_Extension_VPATJ06570.xlsx"
GitHub Codespaces - Win32,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/GitHub_Codespaces_-_Win32_VPATJ06580.xlsx"
GitHub Copilot for Eclipse,Win32,2026/02/20,"https://vpatj.azurewebsites.net/file/GitHub_Copilot_for_Eclipse_Win32_VPATJ06581.xlsx"
GitHub Copilot for Eclipse,Cross-Plat,2025/02/20,"https://vpatj.azurewebsites.net/file/GitHub_Copilot_for_Eclipse_Cross-Plat_VPATJ06582.xlsx"
GitHub Copilot for Xcode,Mac,2026/02/25,"https://vpatj.azurewebsites.net/file/GitHub_Copilot_for_Xcode_Mac_VPATJ06583.xlsx"
GitHub Copilot App Modernization,Win32,2025/08/10,"https://vpatj.azurewebsites.net/file/GitHub_Copilot_App_Modernization_Win32_VPATJ06584.xlsx"
GitHub Copilot for JetBrains IDEs,Win32,2025/11/04,"https://vpatj.azurewebsites.net/file/GitHub_Copilot_for_JetBrains_IDEs_Win32_VPATJ06585.xlsx"
Glint,Web,2025/08/27,"https://vpatj.azurewebsites.net/file/Glint_Web_VPATJ06590.xlsx"
Glint Reporting Portal,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Glint_Reporting_Portal_Web_VPATJ06600.xlsx"
Glint Survey,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Glint_Survey_Web_VPATJ06610.xlsx"
"Global Hunting, Oversight, and Strategic Triage",Web,2025/12/15,"https://vpatj.azurewebsites.net/file/Global_Hunting_Oversight_and_Strategic_Triage_Web_VPATJ06620.xlsx"
Global Secure Access,Web,2026/02/27,"https://vpatj.azurewebsites.net/file/Global_Secure_Access_Web_VPATJ06630.xlsx"
Global Secure Access Client,Mac,2025/07/24,"https://vpatj.azurewebsites.net/file/Global_Secure_Access_Client_Mac_VPATJ06631.xlsx"
Global Secure Access client (win32),Win32,2025/06/25,"https://vpatj.azurewebsites.net/file/Global_Secure_Access_client_win32_VPATJ06640.xlsx"
Go-To-Market Services Partner Readiness Assessment,Web,2024/06/18,"https://vpatj.azurewebsites.net/file/Go-To-Market_Services_Partner_Readiness_Assessment_Web_VPATJ06650.xlsx"
Graph Explorer,Web,2025/11/13,"https://vpatj.azurewebsites.net/file/Graph_Explorer_Web_VPATJ06660.xlsx"
Group Transcribe,iOS,2024/05/14,"https://vpatj.azurewebsites.net/file/Group_Transcribe_iOS_VPATJ06670.xlsx"
GroupMe,Android,2026/06/10,"https://vpatj.azurewebsites.net/file/GroupMe_Android_VPATJ06680.xlsx"
GroupMe,iOS,2026/06/10,"https://vpatj.azurewebsites.net/file/GroupMe_iOS_VPATJ06690.xlsx"
GroupMe,Web,2026/02/26,"https://vpatj.azurewebsites.net/file/GroupMe_Web_VPATJ06700.xlsx"
GroupMe [EAA],Android,2025/06/27,"https://vpatj.azurewebsites.net/file/GroupMe_EAA_Android_VPATJ06701.xlsx"
GroupMe [EAA],iOS,2025/06/27,"https://vpatj.azurewebsites.net/file/GroupMe_EAA_iOS_VPATJ06702.xlsx"
Groups (in Outlook) - Win32,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Groups_in_Outlook_-_Win32_VPATJ06720.xlsx"
Groups Rp,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Groups_Rp_Azure_VPATJ06730.xlsx"
GRT Global Returns Tool,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/GRT_Global_Returns_Tool_Web_VPATJ06740.xlsx"
Guided Assistance Platform(Exchange Deployment Assistant),Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Guided_Assistance_Platform_Exchange_Deployment_Assistant_Web_VPATJ06750.xlsx"
Halo Waypoint,Web,2025/06/25,"https://vpatj.azurewebsites.net/file/Halo_Waypoint_Web_VPATJ06751.xlsx"
Havok (Website),Web,2024/08/12,"https://vpatj.azurewebsites.net/file/Havok_Website_VPATJ06760.xlsx"
Havok SDK Content tools,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Havok_SDK_Content_tools_Win32_VPATJ06770.xlsx"
Havok SDK Visual Debugger,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Havok_SDK_Visual_Debugger_Win32_VPATJ06780.xlsx"
HDInsight,Azure,2025/08/27,"https://vpatj.azurewebsites.net/file/HDInsight_Azure_VPATJ06790.xlsx"
Healthcare Data Solutions in Microsoft Fabric,Web,2025/12/09,"https://vpatj.azurewebsites.net/file/Healthcare_Data_Solutions_in_Microsoft_Fabric_Web_VPATJ06791.xlsx"
Helix,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Helix_Azure_VPATJ06800.xlsx"
Helix,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Helix_Web_VPATJ06810.xlsx"
HGT CIAM Get Started Applications,Azure,2025/09/25,"https://vpatj.azurewebsites.net/file/HGT_CIAM_Get_Started_Applications_Azure_VPATJ06820.xlsx"
HGT CIAM Insights,Web,2025/05/30,"https://vpatj.azurewebsites.net/file/HGT_CIAM_Insights_Web_VPATJ06830.xlsx"
HLS Data eXtraction Service (DXS),Web,2025/12/11,"https://vpatj.azurewebsites.net/file/HLS_Data_eXtraction_Service_DXS_Web_VPATJ06831.xlsx"
HockeyApp,"Web, Android, iOS",2024/05/14,"https://vpatj.azurewebsites.net/file/HockeyApp_Web_Android_iOS_VPATJ06840.xlsx"
HoloLens 2,Hololens (AR),2026/06/09,"https://vpatj.azurewebsites.net/file/HoloLens_2_Hololens_AR_VPATJ06841.xlsx"
Host Integration Server 2016,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Host_Integration_Server_2016_Win32_VPATJ06860.xlsx"
Host Integration Server 2020,Win32,2024/05/14,"https://vpatj.azurewebsites.net/file/Host_Integration_Server_2020_Win32_VPATJ06870.xlsx"
How to Tell Consumer Education,Web,2024/10/30,"https://vpatj.azurewebsites.net/file/How_to_Tell_Consumer_Education_Web_VPATJ06880.xlsx"
Hybrid Authentication - ADFS Help Portal,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Hybrid_Authentication_-_ADFS_Help_Portal_Web_VPATJ06890.xlsx"
Hybrid Compute,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Hybrid_Compute_Azure_VPATJ06900.xlsx"
Hybrid Resource Provider,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Hybrid_Resource_Provider_Azure_VPATJ06910.xlsx"
IAM – Information Worker UX,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/IAM_–_Information_Worker_UX_Web_VPATJ06920.xlsx"
IAM - Management Admin UX,Azure,2025/10/27,"https://vpatj.azurewebsites.net/file/IAM_-_Management_Admin_UX_Azure_VPATJ06930.xlsx"
IAM - Users and Tenants,Web,2025/10/21,"https://vpatj.azurewebsites.net/file/IAM_-_Users_and_Tenants_Web_VPATJ06950.xlsx"
IDEAs M365 Sustainability,Web,2025/09/29,"https://vpatj.azurewebsites.net/file/IDEAs_M365_Sustainability_Web_VPATJ06960.xlsx"
Identity Protection,Azure,2024/05/14,"https://vpatj.azurewebsites.net/file/Identity_Protection_Azure_VPATJ06970.xlsx"
IDX - MAPS,Azure,2025/04/17,"https://vpatj.azurewebsites.net/file/IDX_-_MAPS_Azure_VPATJ06980.xlsx"
IDX License Utilization,"Azure Portal, Entra Portal",2026/04/22,"https://vpatj.azurewebsites.net/file/IDX_License_Utilization_Azure_Portal_Entra_Portal_VPATJ06981.xlsx"
IDX Recommendations and Secure Score,Web,2026/04/21,"https://vpatj.azurewebsites.net/file/IDX_Recommendations_and_Secure_Score_Web_VPATJ06982.xlsx"
Image works,Web,2024/05/14,"https://vpatj.azurewebsites.net/file/Image_works_Web_VPATJ06990.xlsx"
Imagine Cup,Web,2026/01/02,"https://vpatj.azurewebsites.net/file/Imagine_Cup_Web_VPATJ06991.xlsx"
Imagine Cup,Azure,2025/01/28,"https://vpatj.azurewebsites.net/file/Imagine_Cup_Azure_VPATJ07000.xlsx"
Immune agent - windows,Win32,2025/10/18,"https://vpatj.azurewebsites.net/file/Immune_agent_-_windows_Win32_VPATJ07010.xlsx"
Incentive Management Platform,Web,2025/12/15,"https://vpatj.azurewebsites.net/file/Incentive_Management_Platform_Web_VPATJ07020.xlsx"
Incentives Insights,Web,2024/09/03,"https://vpatj.azurewebsites.net/file/Incentives_Insights_Web_VPATJ07030.xlsx"
Incentives Program Design Services,Web,2024/06/14,"https://vpatj.azurewebsites.net/file/Incentives_Program_Design_Services_Web_VPATJ07040.xlsx"
Inclusive Tech Lab,Web,2025/10/28,"https://vpatj.azurewebsites.net/file/Inclusive_Tech_Lab_Web_VPATJ07041.xlsx"
Information Assistant,Azure,2025/02/04,"https://vpatj.azurewebsites.net/file/Information_Assistant_Azure_VPATJ07042.xlsx"
Ingestion Availability,Web,2025/12/31,"https://vpatj.azurewebsites.net/file/Ingestion_Availability_Web_VPATJ07050.xlsx"
Insights,"Win32, Web, Android, iOS",2024/05/14,"https://vpatj.azurewebsites.net/file/Insights_Win32_Web_Android_iOS_VPATJ07060.xlsx"
Intelligent Data Platform Marketing Website (Microsoft Fabric Blogs & Support),Web,2025/08/20,"https://vpatj.azurewebsites.net/file/Intelligent_Data_Platform_Marketing_Website_Microsoft_Fabric_Blogs_&_Support_VPATJ07071.xlsx"
